id,age,country,employment_type,years_employed,annual_income,years_credit_history,num_credit_accounts,credit_score,past_defaults,payment_history_score,total_portfolio_value,btc_pct,eth_pct,stablecoins_pct,other_pct,portfolio_volatility_30d,transaction_frequency_30d,average_transaction_size,wallet_age_days,smart_contract_interactions,defi_experience_level,gas_fee_spending_30d,requested_loan_amount,loan_purpose,collateral_amount,collateral_type,requested_term_months,ltv_ratio,debt_to_income_ratio,risk_score,default_in_12_months,actual_repayment_days,generated_at,generator_version
SYNTH_008117,39,US,full_time,12,54299,20,2,611,0,59,15696,44.95,29.74,15.65,9.67,45.28856091666979,12,3686,381,6,7,526,1000,personal,1350,USDC,24,74.07,0.15,52.44,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008118,32,SG,full_time,7,44874,14,2,700,1,66,2048157,8.79,15.27,43.62,32.31,32.65580525829914,9,448318,230,5,11,55,1000,emergency,1272,DAI,24,78.62,0.19,48.48,0,719.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008119,35,AU,unemployed,0,15000,17,1,699,0,58,267379,17.73,27.03,48.03,7.21,28.94190680398691,11,31874,1104,6,5,310,1000,other,1559,DAI,24,64.14,0.56,50.1,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008120,48,US,full_time,28,56415,30,4,644,0,53,192431,50.94,17.29,23.3,8.47,29.525012321228793,9,26765,336,9,33,103,1000,personal,1959,Mixed,24,51.05,0.15,40.71,0,704.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008121,20,JP,part_time,0,32758,0,5,651,1,59,21562,28.57,5.95,60.16,5.32,27.83760933992297,16,2398,547,7,15,453,1000,emergency,1636,ETH,24,61.12,0.25,48.07,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008122,40,US,full_time,22,21007,21,2,850,0,100,133849,8.84,26.77,56.67,7.71,26.54999922979025,9,23677,412,8,8,111,1000,other,1483,USDT,6,67.43,0.4,43.1,0,196.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008123,34,AU,student,0,33423,16,4,806,0,82,238716,43.58,5.91,24.49,26.01,38.41546334474607,16,43306,389,9,20,266,1000,investment,1357,USDC,6,73.69,0.25,44.72,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008124,30,DE,full_time,12,54393,12,2,782,0,85,391285,20.28,31.37,29.43,18.92,39.037366231080284,14,73573,474,9,22,510,1000,personal,1407,USDT,12,71.07,0.15,42.64,0,327.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008125,45,UK,full_time,24,85577,27,4,609,1,54,290736,14.45,4.57,61.86,19.13,27.72286333127376,14,65856,275,6,25,321,1000,investment,1287,USDC,3,77.7,0.1,43.37,0,81.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008126,45,CA,self_employed,27,157767,26,4,811,0,90,33155,31.01,24.41,43.16,1.42,27.553145753824257,11,5667,304,11,20,519,1000,investment,1444,BTC,3,69.25,0.05,31.49,0,95.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008127,23,AU,student,0,15000,1,1,812,0,100,108402,8.83,59.15,31.94,0.08,27.788731022424766,10,5640,138,13,1,262,1000,business,1334,USDC,12,74.96,0.56,48.44,0,361.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008128,32,OTHER,full_time,10,82366,14,6,696,0,75,15946,29.05,53.82,10.85,6.28,47.409766443648834,21,2134,620,5,28,365,1000,business,1480,BTC,6,67.57,0.1,41.22,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008129,38,UK,self_employed,18,125839,20,3,740,0,59,71265,7.73,49.79,37.81,4.67,30.181809385561593,14,15240,668,4,20,132,1000,investment,1904,USDT,12,52.52,0.07,32.27,0,349.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008130,31,CA,full_time,7,96648,13,3,535,1,25,121547,9.59,71.72,14.11,4.58,46.7143204558061,14,11735,316,12,36,144,1000,business,1985,DAI,12,50.38,0.09,42.05,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008131,42,DE,self_employed,18,137720,23,3,850,0,100,98966,11.27,40.62,26.43,21.68,44.156413098606386,11,18351,180,7,11,173,1000,emergency,1439,BTC,12,69.49,0.06,34.33,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008132,38,SG,self_employed,10,36476,20,4,840,0,84,35982,4.23,26.46,65.37,3.93,26.447724234434755,11,2518,381,8,1,499,1000,business,1289,USDC,6,77.58,0.23,43.79,0,179.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008133,56,JP,full_time,30,51467,37,4,729,0,83,79053,14.41,17.36,46.27,21.95,29.483545515881605,10,14686,537,6,10,70,1000,personal,1847,DAI,36,54.14,0.16,41.42,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008134,18,US,full_time,0,80337,0,2,724,0,79,349302,18.89,18.76,60.09,2.26,25.97195680691728,15,81861,115,11,28,669,1000,business,1891,DAI,6,52.88,0.1,33.59,0,162.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008135,33,US,full_time,6,37329,14,3,747,0,79,34491,3.22,21.96,72.04,2.77,28.3754696669544,10,5933,1063,8,9,245,1000,business,1652,USDC,6,60.53,0.22,43.76,0,162.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008136,24,SG,part_time,0,31747,6,4,761,0,78,591350,10.9,29.92,45.02,14.16,31.445124996490776,8,175266,362,5,21,54,1000,personal,1843,USDT,6,54.26,0.26,42.13,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008137,42,US,full_time,19,102842,20,3,751,0,84,803008,18.99,38.18,22.63,20.2,48.16762749369605,13,216997,653,10,1,603,1000,personal,1841,USDT,6,54.32,0.08,38.07,0,171.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008138,18,OTHER,self_employed,0,18649,0,2,697,1,65,170535,16.98,24.63,48.13,10.26,32.796775525323724,15,22766,156,12,31,377,1000,education,1494,USDT,3,66.93,0.45,47.41,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008139,39,DE,full_time,18,33433,21,4,637,0,56,64331,9.21,60.2,30.52,0.07,33.466746527316644,9,8347,452,10,8,400,1000,education,1456,USDC,12,68.68,0.25,51.7,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008140,27,SG,self_employed,3,105839,6,2,778,0,79,17058,23.93,30.14,28.36,17.57,38.01623716326284,18,4515,1007,12,35,595,1000,investment,1820,USDC,6,54.95,0.08,29.33,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008141,26,AU,self_employed,5,121908,8,1,850,0,100,5001,9.77,29.26,50.56,10.41,26.162165035233766,15,745,712,6,24,272,1000,investment,1251,Mixed,12,79.94,0.07,32.25,0,365.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008142,18,SG,self_employed,0,88051,0,7,671,1,67,100539,41.74,13.93,33.81,10.53,30.399920233832752,13,6008,1059,9,26,486,1000,business,1664,USDC,12,60.1,0.09,37.24,0,352.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008143,29,DE,part_time,11,15000,11,6,726,0,77,438126,22.28,26.56,45.85,5.31,37.42808624702603,7,64616,255,7,19,279,1000,investment,1351,USDT,3,74.02,0.56,51.2,0,86.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008144,48,US,full_time,24,25277,30,2,718,1,83,55173,33.66,54.44,7.07,4.83,43.926081161978956,10,3593,198,5,8,365,1000,education,1600,USDC,6,62.5,0.33,50.33,0,181.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008145,34,UK,full_time,14,58270,14,3,655,0,48,424915,32.68,19.16,43.89,4.28,31.284703595828592,11,25228,286,6,7,57,1000,business,1728,USDT,36,57.87,0.14,45.45,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008146,42,US,unemployed,0,15000,24,3,789,1,78,606452,9.54,24.04,60.04,6.39,25.503516622530974,19,95485,355,7,8,397,1000,personal,1297,USDC,12,77.1,0.56,47.91,0,330.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008147,54,CA,full_time,29,51076,36,2,739,0,71,467388,31.63,45.23,14.76,8.38,39.5001142893508,13,110566,412,8,3,385,1000,education,1519,USDC,12,65.83,0.16,45.77,0,392.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008148,38,SG,self_employed,11,344160,17,5,767,0,86,755589,61.44,13.1,13.75,11.71,40.71012073830919,11,217164,991,16,28,499,1000,education,1370,BTC,12,72.99,0.02,35.3,0,379.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008149,28,UK,self_employed,5,170009,6,4,850,0,84,17973,8.36,27.91,39.87,23.86,29.268773228548906,12,5082,693,4,5,85,1000,education,1729,BTC,36,57.84,0.05,29.86,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008150,40,SG,self_employed,14,45190,22,1,824,0,91,442411,25.4,31.86,37.3,5.44,33.95721856220724,13,127898,990,9,35,228,1000,personal,1818,Mixed,6,55.01,0.18,35.94,0,186.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008151,28,US,full_time,0,15000,10,2,575,0,63,355237,37.55,55.03,5.91,1.52,45.18068492434802,18,22472,584,9,31,832,1000,education,1220,USDT,6,81.97,0.56,58.04,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008152,28,OTHER,full_time,4,80816,10,4,669,0,59,45064,15.95,30.96,38.07,15.03,28.514092556255648,14,5894,376,5,11,456,1000,personal,1778,USDT,6,56.24,0.1,41.46,0,171.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008153,18,US,self_employed,0,39560,0,3,651,0,59,201212,17.6,31.56,49.02,1.82,33.545993738930996,15,24507,349,13,48,348,1000,business,1239,BTC,12,80.71,0.21,46.61,0,358.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008154,46,JP,full_time,28,132353,28,6,717,0,93,107454,8.18,18.45,57.99,15.38,26.75616680214133,8,9204,1287,13,45,118,1000,investment,1707,BTC,3,58.58,0.06,30.41,0,96.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008155,30,SG,self_employed,5,73501,12,2,692,1,57,49045,20.54,37.33,33.26,8.87,30.51655814198689,13,12488,412,7,14,446,1000,personal,1562,DAI,24,64.02,0.11,41.6,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008156,37,DE,full_time,18,304695,18,0,844,0,82,42390,17.05,24.83,55.9,2.22,21.589926247936496,8,6670,433,7,0,121,1000,emergency,1762,USDT,6,56.75,0.03,30.43,0,175.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008157,22,UK,full_time,0,65435,4,1,810,1,88,354307,49.99,32.59,15.19,2.23,40.44628713571864,14,67853,86,7,20,477,1000,business,1549,DAI,12,64.56,0.13,37.74,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008158,40,OTHER,full_time,13,102117,21,4,850,0,100,19544,13.09,40.43,38.06,8.42,34.16687788802192,16,2393,1376,8,39,89,1000,emergency,1422,USDT,12,70.32,0.08,27.78,0,335.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008159,25,US,part_time,7,83570,7,2,774,0,84,2743731,11.24,30.2,15.33,43.22,44.31071743684889,14,609259,427,11,24,581,1000,emergency,1667,USDT,24,59.99,0.1,35.67,0,696.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008160,33,DE,full_time,11,15000,15,5,809,0,100,33363,21.62,32.3,26.77,19.31,41.71055847728116,10,8596,1331,7,17,393,1000,investment,1419,USDT,6,70.47,0.56,46.73,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008161,45,OTHER,self_employed,27,205306,27,4,850,0,98,320262,7.93,42.66,47.89,1.51,36.509305210304184,8,70040,424,11,11,360,1000,other,1631,BTC,12,61.31,0.04,30.79,0,377.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008162,44,JP,part_time,20,86959,26,6,729,0,67,32337,16.79,62.55,20.6,0.06,37.699556651034776,9,7054,442,4,17,419,1000,emergency,1895,USDC,3,52.77,0.1,35.93,0,87.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008163,34,SG,self_employed,10,94624,16,6,681,0,65,103328,16.74,24.32,38.48,20.47,31.602823571688063,17,25820,755,3,31,819,1000,business,1500,USDT,36,66.67,0.09,36.49,0,1005.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008164,18,OTHER,part_time,0,27218,0,4,850,0,82,93796,30.21,26.97,40.85,1.98,27.16495841196101,11,27546,983,11,12,126,1000,personal,1986,USDC,24,50.35,0.31,37.88,0,721.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008165,70,CA,full_time,52,79355,52,1,850,0,99,135370,48.84,18.07,26.08,7.01,38.853370112578254,13,19582,392,5,24,159,1000,emergency,1635,USDT,12,61.16,0.11,32.77,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008166,55,US,student,0,15000,34,5,592,1,53,30588,6.4,16.54,76.89,0.17,32.31490504418079,14,5014,714,8,20,308,1000,education,1851,USDT,6,54.02,0.56,52.71,0,179.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008167,43,UK,full_time,25,59432,21,2,718,0,84,518642,17.81,37.18,38.69,6.32,29.624246602710993,10,88955,471,5,20,262,1000,education,1656,USDT,12,60.39,0.14,41.41,0,373.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008168,25,UK,student,0,15000,6,2,837,0,92,76405,25.4,27.7,45.13,1.76,37.28038740784572,8,7089,907,14,34,54,1000,investment,1455,USDC,12,68.73,0.56,41.75,0,389.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008169,33,UK,student,0,15000,14,3,813,0,81,27090,46.77,11.0,39.29,2.95,36.74248242023742,12,6306,224,11,31,542,1000,emergency,1846,ETH,6,54.17,0.56,41.13,0,170.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008170,28,AU,full_time,1,73891,10,6,690,0,74,238247,23.78,15.18,61.01,0.03,24.762649325550164,13,55595,653,10,26,72,1000,other,1874,USDC,6,53.36,0.11,36.31,0,175.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008171,50,DE,full_time,26,55549,32,3,785,0,87,287283,21.36,21.72,51.99,4.92,30.573713228214725,14,24616,1231,6,14,635,1000,other,1901,USDT,6,52.6,0.15,36.42,0,174.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008172,38,US,self_employed,20,131015,19,4,704,0,81,445100,20.69,40.45,27.58,11.28,23.960284794105792,9,52878,188,6,35,171,1000,investment,1507,USDC,3,66.36,0.06,33.59,0,97.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008173,25,JP,full_time,2,62902,6,2,660,0,49,338375,15.58,44.56,11.89,27.97,34.70741424128062,13,30316,1145,8,6,362,1000,personal,1933,ETH,12,51.73,0.13,43.44,0,379.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008174,29,US,self_employed,11,70146,6,4,835,0,78,97804,26.24,26.71,46.18,0.87,32.9609681710039,9,20197,386,9,8,68,1000,business,1231,USDT,12,81.23,0.12,40.03,0,356.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008175,48,OTHER,full_time,27,37835,30,4,713,2,63,340576,7.11,27.7,40.43,24.76,28.371468592315136,11,66150,340,6,8,184,1000,education,1671,USDC,3,59.84,0.22,45.14,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008176,54,OTHER,part_time,36,43618,36,2,805,0,83,28181,28.16,17.3,48.46,6.08,27.695375627966705,25,5677,1232,8,24,366,1000,business,1393,BTC,24,71.79,0.19,40.65,0,766.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008177,53,OTHER,full_time,32,168644,35,2,850,0,100,50578,17.12,10.97,67.68,4.23,14.966016191629182,19,12144,1456,6,24,633,1000,business,1680,ETH,3,59.52,0.05,25.87,0,94.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008178,44,AU,self_employed,23,29918,26,2,768,1,71,518777,23.43,12.56,46.1,17.91,47.32041432029864,17,137638,552,11,29,156,1000,investment,1290,BTC,3,77.52,0.28,47.11,0,89.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008179,31,US,full_time,12,29012,9,4,680,0,74,260184,11.73,37.11,49.06,2.1,21.855873394519836,14,52620,525,9,28,613,1000,investment,1874,USDC,36,53.36,0.29,44.05,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008180,18,SG,full_time,0,56684,0,3,850,0,83,95130,13.51,25.25,42.24,19.0,37.00221950240988,8,10062,582,8,29,321,1000,emergency,1686,USDC,3,59.31,0.15,33.94,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008181,38,US,full_time,13,15000,20,7,778,1,87,15649,27.54,21.93,47.25,3.28,22.434418284910585,12,4230,1462,10,26,544,1000,emergency,1535,Mixed,12,65.15,0.56,43.52,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008182,34,US,full_time,13,70838,15,6,639,1,81,211344,29.08,33.33,24.13,13.47,39.90634151203001,11,58501,389,11,16,422,1000,business,1696,DAI,6,58.96,0.12,44.43,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008183,36,DE,full_time,18,22183,18,4,750,0,97,71330,16.45,49.32,27.91,6.32,35.51029927987547,12,19178,474,6,5,332,1000,investment,1363,USDT,6,73.37,0.38,50.15,0,163.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008184,35,US,student,0,31443,14,4,850,0,100,85870,45.88,18.31,30.86,4.95,30.597842950089206,12,21575,659,7,20,101,1000,personal,1919,DAI,3,52.11,0.27,37.47,0,89.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008185,19,OTHER,full_time,0,58018,0,2,727,0,71,130311,36.96,12.59,49.85,0.59,29.812781064092825,14,14360,362,5,26,456,1000,personal,1391,USDC,12,71.89,0.14,42.01,0,385.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008186,41,OTHER,self_employed,17,337804,23,5,850,0,100,56248,49.1,2.88,44.21,3.8,40.14511799995454,11,10550,422,13,16,254,1000,emergency,1239,USDT,12,80.71,0.02,34.37,0,354.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008187,42,UK,full_time,24,66523,22,4,761,0,89,273411,5.7,37.25,39.08,17.97,32.89764622461003,11,14172,930,5,32,243,1000,business,1737,ETH,12,57.57,0.13,34.97,0,335.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008188,43,SG,full_time,21,111684,25,7,779,0,90,216035,42.96,10.66,39.37,7.01,31.16582556095776,6,44556,414,11,25,166,1000,emergency,1857,ETH,12,53.85,0.07,29.51,0,356.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008189,46,SG,full_time,19,51413,28,5,712,0,65,90281,28.0,40.1,31.32,0.58,34.88944598232696,9,14205,116,4,0,175,1000,business,1233,USDT,3,81.1,0.16,50.09,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008190,42,JP,self_employed,20,77198,24,7,613,0,45,51332,12.69,22.47,61.18,3.66,25.162590543876906,13,4986,135,9,13,216,1000,emergency,1844,USDT,24,54.23,0.11,41.81,0,716.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008191,30,CA,full_time,1,15000,12,5,701,1,60,1955912,17.78,19.56,38.52,24.14,31.386159007368054,12,492491,665,10,34,398,1000,personal,1315,USDC,24,76.05,0.56,49.45,0,750.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008192,34,US,full_time,14,33072,15,3,801,0,85,54087,14.7,13.3,70.87,1.13,34.0438184503335,11,12333,379,6,21,300,1000,education,1418,ETH,6,70.52,0.25,43.03,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008193,36,UK,full_time,12,78465,18,3,728,0,77,15245,42.84,19.18,32.9,5.08,41.1173261208036,11,4325,465,6,12,515,1000,education,1269,Mixed,6,78.8,0.11,44.21,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008194,36,UK,full_time,13,79014,14,4,664,0,71,1164435,21.03,20.06,55.81,3.1,31.71846592502434,13,188188,526,11,17,76,1000,emergency,1323,USDC,6,75.59,0.11,42.92,0,163.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008195,46,OTHER,full_time,25,113439,25,5,850,0,100,1155911,38.37,43.23,15.13,3.28,47.19413093950885,14,274773,58,8,17,650,1000,education,1527,Mixed,24,65.49,0.07,32.79,0,675.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008196,42,US,full_time,20,111769,24,7,647,2,46,41681,20.27,52.98,22.7,4.05,38.19065766893046,12,2564,267,9,9,151,1000,education,1381,USDC,6,72.41,0.07,42.47,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008197,59,US,full_time,34,32736,40,7,712,0,67,1037037,37.35,37.14,21.29,4.22,37.789035228204796,8,136702,808,9,13,211,1000,other,1860,ETH,6,53.76,0.25,46.05,0,176.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008198,61,JP,self_employed,43,315427,43,5,657,0,76,3225788,2.25,46.23,45.52,6.0,26.040378481346952,12,583765,447,6,20,130,1000,emergency,1787,ETH,24,55.96,0.03,36.37,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008199,35,JP,full_time,16,21685,17,5,702,0,68,58353,11.35,38.28,49.7,0.67,28.87635017060382,13,8704,132,8,6,439,1000,business,1906,USDC,6,52.47,0.38,47.86,0,171.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008200,18,JP,full_time,0,71373,0,5,709,0,74,87951,32.62,17.3,48.29,1.79,36.299779233866296,8,20322,871,5,16,357,1000,other,1802,DAI,12,55.49,0.12,39.62,0,386.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008201,49,SG,full_time,26,185232,31,4,809,1,84,2157715,15.23,29.54,33.14,22.08,27.82295007624714,9,127275,674,4,21,439,1000,personal,1599,USDC,12,62.54,0.04,30.25,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008202,28,CA,self_employed,1,32665,9,2,850,0,100,506190,25.89,11.84,45.94,16.33,36.488369335800414,9,37734,1559,8,13,390,1000,business,1567,DAI,24,63.82,0.26,41.32,0,670.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008203,25,DE,full_time,0,26488,7,1,579,0,45,489705,21.27,34.3,17.82,26.61,39.412972956273,10,38746,116,2,8,233,1000,business,1941,USDT,12,51.52,0.31,53.66,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008204,30,US,self_employed,10,50858,11,3,614,0,65,1406728,28.07,28.32,36.57,7.04,33.42560690249097,15,225255,287,5,42,210,1000,investment,1973,USDT,12,50.68,0.16,42.98,0,386.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008205,29,DE,self_employed,5,147046,10,2,666,2,77,63850,28.94,21.37,48.32,1.37,28.00963912505898,10,13264,596,7,4,450,1000,business,1727,Mixed,6,57.9,0.06,38.83,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008206,42,US,self_employed,19,49126,22,2,838,0,70,24313,18.47,16.96,22.5,42.06,31.919023306815664,8,6469,643,8,10,133,1000,personal,1313,USDC,6,76.16,0.17,41.69,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008207,18,UK,full_time,0,73313,0,1,654,0,77,283520,19.51,25.65,47.78,7.07,27.012636619975737,12,47888,1489,11,9,432,1000,education,1911,USDC,24,52.33,0.11,40.6,0,665.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008208,22,OTHER,full_time,1,38357,2,1,474,1,41,29262,37.49,23.08,24.95,14.49,25.30392808189421,22,3168,660,8,7,152,1000,other,1807,USDT,12,55.34,0.22,55.19,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008209,39,UK,full_time,19,73174,21,5,729,0,92,496528,3.24,49.49,44.05,3.22,39.37617209666407,10,145442,756,11,33,126,1000,emergency,1365,ETH,12,73.26,0.11,40.27,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008210,42,OTHER,part_time,24,69006,24,2,694,0,62,1128677,33.0,31.86,13.47,21.67,41.90805573704447,11,307786,194,6,16,540,1000,business,1604,DAI,6,62.34,0.12,43.53,0,176.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008211,42,US,self_employed,19,86589,24,3,685,0,71,141893,12.16,35.93,47.46,4.45,36.37451237913205,10,27799,322,9,12,387,1000,business,1558,BTC,6,64.18,0.1,40.78,0,182.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008212,25,UK,full_time,0,54933,7,1,720,0,75,139151,19.97,30.82,27.14,22.08,40.454940023646756,20,34383,506,9,22,936,1000,emergency,1649,USDT,12,60.64,0.15,42.76,0,343.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008213,23,DE,part_time,0,15000,3,5,770,0,80,94366,12.53,35.39,45.23,6.85,41.81386396461458,8,22933,702,7,11,337,1000,business,1805,USDC,12,55.4,0.56,46.52,0,340.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008214,28,AU,full_time,9,50618,7,2,823,0,100,137344,5.96,58.09,34.0,1.95,37.36132142634057,9,13535,574,6,15,283,1000,other,1899,USDT,3,52.66,0.16,37.63,0,94.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008215,37,SG,full_time,11,102084,19,2,590,0,60,9407,13.85,29.68,39.07,17.41,26.283211342540792,11,1152,579,3,17,130,1000,personal,1255,Mixed,36,79.68,0.08,44.22,1,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008216,52,JP,full_time,24,98785,31,6,850,0,100,40286,5.73,64.81,24.55,4.91,42.70393611784462,9,3399,1122,7,38,96,1000,emergency,1929,DAI,12,51.84,0.08,26.86,0,335.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008217,18,US,full_time,0,126219,0,4,805,0,88,142765,28.2,28.24,23.85,19.71,40.50081492857871,19,20392,421,4,8,732,1000,business,1749,USDT,12,57.18,0.07,33.13,0,,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008218,32,OTHER,student,0,32226,14,2,696,0,93,5402983,29.2,10.14,57.26,3.39,27.753871541241722,8,1401781,681,6,26,222,1000,education,1925,USDT,6,51.95,0.26,42.8,0,188.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008219,19,US,student,0,19438,1,3,731,0,72,1140097,37.58,22.44,28.64,11.34,36.06719613139963,8,341361,587,7,3,366,1000,business,1580,ETH,3,63.29,0.43,48.72,0,96.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008220,18,JP,self_employed,0,96268,0,2,653,0,61,250648,33.58,23.85,42.0,0.57,28.307138676730574,18,21598,644,9,27,350,1000,emergency,1797,USDC,12,55.65,0.09,35.57,0,335.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008221,46,UK,full_time,23,120975,28,8,583,0,43,900989,11.38,39.52,42.26,6.84,34.568079994837596,7,89032,207,8,27,307,1000,business,1711,ETH,12,58.45,0.07,40.66,0,373.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008222,41,JP,self_employed,22,27724,23,2,709,0,49,8563,15.88,21.13,29.98,33.01,36.10981952089484,9,2387,69,6,15,97,1000,business,1879,DAI,3,53.22,0.3,45.43,0,94.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008223,40,CA,self_employed,16,189329,22,5,757,0,84,488135,35.13,6.74,50.89,7.24,31.120796951050583,15,41384,97,5,6,472,1000,personal,1262,Mixed,24,79.24,0.04,39.72,0,678.0,2026-01-03T01:25:43.880677,1.0.0
SYNTH_008224,46,US,full_time,26,58170,26,6,589,0,58,49186,7.51,35.93,22.18,34.38,36.41424325991652,7,12618,977,13,16,318,1000,business,1560,USDC,6,64.1,0.14,47.86,0,192.0,2026-01-03T01:25:43.880677,1.0.0
